iter	Logloss
450	0.3897724301
451	0.3893965027
452	0.3887622764
453	0.3884953628
454	0.3882009884
455	0.3879181053
456	0.3876124522
457	0.3873306267
458	0.3870454415
459	0.386772744
460	0.3863494443
461	0.3862315052
462	0.3857252463
463	0.3853377821
464	0.3850263899
465	0.3844202068
466	0.3841278713
467	0.3837433333
468	0.3833777011
469	0.383003457
470	0.382692038
471	0.3822854496
472	0.3820142532
473	0.381777813
474	0.381419594
475	0.3809817266
476	0.3806836947
477	0.3804515035
478	0.3800732182
479	0.3797016344
480	0.3795292277
481	0.3793085389
482	0.3790378999
483	0.3788129375
484	0.3785035758
485	0.3780698327
486	0.3778955559
487	0.3777303808
488	0.377414762
489	0.3771514969
490	0.3769017929
491	0.3765969362
492	0.3762886344
493	0.3758507975
494	0.375493615
495	0.3752569481
496	0.3748921455
497	0.3744775337
498	0.3739209333
499	0.3735979556
