iter	Passed	Remaining
564	1738	415
565	1741	412
566	1744	409
567	1747	406
568	1750	403
569	1753	399
570	1756	396
571	1759	393
572	1762	390
573	1765	387
574	1768	384
575	1771	381
576	1774	378
577	1777	375
578	1780	372
579	1783	369
580	1786	365
581	1789	362
582	1792	359
583	1796	356
584	1799	353
585	1802	350
586	1805	347
587	1808	344
588	1811	341
589	1814	338
590	1817	335
591	1820	332
592	1823	329
593	1826	325
594	1829	322
595	1832	319
596	1835	316
597	1838	313
598	1841	310
599	1844	307
600	1847	304
601	1850	301
602	1853	298
603	1857	295
604	1859	292
605	1863	288
606	1866	285
607	1869	282
608	1872	279
609	1875	276
610	1878	273
611	1881	270
612	1884	267
613	1887	264
614	1890	261
615	1893	258
616	1896	255
617	1899	252
618	1902	248
619	1905	245
620	1908	242
621	1911	239
622	1914	236
623	1917	233
624	1920	230
625	1923	227
626	1926	224
627	1929	221
628	1932	218
629	1935	215
630	1938	212
631	1941	208
632	1944	205
633	1947	202
634	1950	199
635	1953	196
636	1956	193
637	1959	190
638	1962	187
639	1965	184
640	1968	181
641	1971	178
642	1974	175
643	1977	171
644	1981	168
645	1984	165
646	1987	162
647	1990	159
648	1993	156
649	1996	153
650	1999	150
651	2002	147
652	2005	144
653	2008	141
654	2012	138
655	2015	135
656	2018	132
657	2021	129
658	2024	125
659	2027	122
660	2030	119
661	2033	116
662	2036	113
663	2039	110
664	2042	107
665	2045	104
666	2048	101
667	2051	98
668	2054	95
669	2057	92
670	2060	89
671	2063	85
672	2066	82
673	2069	79
674	2072	76
675	2075	73
676	2078	70
677	2081	67
678	2084	64
679	2087	61
680	2090	58
681	2093	55
682	2096	52
683	2099	49
684	2102	46
685	2105	42
686	2108	39
687	2111	36
688	2114	33
689	2117	30
690	2121	27
691	2124	24
692	2127	21
693	2130	18
694	2133	15
695	2136	12
696	2139	9
697	2142	6
698	2145	3
699	2148	0
